마이다스IT,마케팅/기획,어떠한 마케팅/기획을 하고싶은가요?
마이다스IT,마케팅/기획,원하는 직무가 아닌 다른 직무에 배치된다면 어떻게 할 것인가요?
마이다스IT,IT·솔루션·기술영업,"열정과 능력은 다른데, 능력을 향상시키기 위해서는 어떻게 할 것인가?"
마이다스IT,IT·솔루션·기술영업,영업 목표 달성을 못한다면 어떻게 할 것인가?
마이다스IT,IT·솔루션·기술영업,"소개팅을 한다고 가정해보고, 저에게 지원자가 누구인지 설명해보시오."
마이다스IT,IT·솔루션·기술영업,"성적도 좋고 학벌도 좋은데, 왜 중소기업인 마이다스 IT에 지원했나요?"
마이다스IT,총무,"본인이 가지고 있는 글로벌 HR과 관련된 역량이 있다면 3가지를 생각하여, 그 역량들이 어떻게 마이다스아이티에 기여할 수 있는지 말해보세요."
마이다스IT,총무,지원자는 왜 일을 해야한다고 생각하는가?
마이다스IT,총무,지원자와 회사의 관계는 어떤 관계인지 설명해보시오.
마이다스IT,총무,마이다스아이티의 경영원칙과 핵심가치가 무엇인지 설명하시오.
마이다스IT,인사,"본인은 이기적인 사람인가요, 이타적인 사람인가요?"
마이다스IT,인사,자아실현은 뭐라고 생각한요?
마이다스IT,인사,나눔의 의미에 대해 설명해보세요.
포스코,공통,지방 근무 가능한가? 지방 근무의 장점에 대해 설명해보라.
포스코,공통,포스코만의 장점이 무엇이라고 생각하는가?
포스코,공통,면접장 안의 사물과 자신을 빗대어 표현해 보라
포스코,공통,"5대원소에 대해 설명해봐라,"
포스코,공통,타인에게 양보 또는 봉사활동을 해본 경험이 있습니까?
포스코,공통,포스코는 어떤 회사라고 생각하는지 설명해보세요.
포스코,생산기술/인턴,기계요소를 아는대로 말해 보세요.
포스코,생산기술/인턴,"합격후, 학교 생활은 어떻게 보내고 싶은가?"
포스코,생산기술/인턴,상사와 갈등이 생긴다면 어떻게 해결하겠습니까?
포스코,생산기술/인턴,고등학교 시절을 통해 기억에 남는 일이 있다면 무엇입니까?
포스코,생산기술/인턴,글 쓰는 사람(사무직)과 면접관(기술직)이랑 차이는 무엇인거 같나요?
포스코,생산기술/제조/설비,변압기 용량에 대해서 설명해보세요.
포스코,생산기술/제조/설비,RLC 각 역할에 대해 설명해보세요.
포스코,생산기술/제조/설비,자신이 남들보다 뛰어나게 잘 할수 있는것에 대해서 말해보세요.
포스코,생산기술/제조/설비,베르누이의 정리에 대해 말해보세요.
포스코,생산기술/제조/설비,포스코에서 대체에너지를 사용하면 어떻게 적용하고 효율적이겠는가?
포스코,생산기술/제조/설비,후크의 법칙에 대해 설명해라.
포스코,생산기술/제조/설비,스트레스를 어떻게 푸는지?
포스코,생산관리/품질관리,"1, 2, 3차 산업혁명에 대해 말해보세요."
포스코,생산관리/품질관리,선철과 강철의 차이에 대해 말해보라.
포스코,생산관리/품질관리,열연과 냉연강판의 차이점에 대해 설명하세요.
포스코,생산관리/품질관리,"제선, 제강 등의 공정 중 하나를 말해보라"
포스코,생산관리/품질관리,품질 개선 방안에 대한 본인의 의견을 말해보세요.
포스코,생산관리/품질관리,인생에서 가장 하기싫었는데 해야만 했던 것?
포스코,AI/Bigdata,자율주행차량이 가능하기위해서 한가지 필요한점을 말해보세요.
포스코,AI/Bigdata,포스코의 제품 중 하나를 말해보세요
포스코,AI/Bigdata,포스코에 대한 이미지는 어떠한가요
포스코,AI/Bigdata,전공 관련 지식을 활용해서 어떻게 포스코에 기여할 것인지 말해보시오.
포스코,AI/Bigdata,지원자가 생각하기에 기업에 있어서 중요한 요소 두 가지를 말해보세요.
포스코,구매,구매 업무와 관련한 경험에 대해 말해보시오.
포스코,구매,최근 갑을관계가 이슈가 많이 된다. 하청 업체 등에서 상생을 외치며 단가 인상을 요구한다면 어떻게 할 것인가.
포스코,구매,"인도 지역에는 구매 활동이 없는데, 어떻게 업무를 할 것인가?"
포스코,구매,"글로벌 인재에게 필수인 요소는 무엇이고, 자신이 그것을 위해 노력했던 것은 무엇인가."
포스코,구매,하청 업체의 지속적인 요구나 항의 등이 잇달을 경우 어떻게 할 것가.
포스코,마케팅/인사,최고의 성과를 이룬 경험을 말해보시오.
포스코,마케팅/인사,"면접관 본인은 기업이 이윤만 창출하면 된다고 생각하는 입장인데, 이에 대해 지원자는 어떻게 생각하는가."
포스코,마케팅/인사,현재 강재 수요가 줄어들고 있는데 앞으로 어떤 시장을 공략해야 한다고 생각하는가?
포스코,마케팅/인사,포스코 기업sns 매체의 개선해야 할 부분은 무엇이라고 생각하는가?
포스코,마케팅/인사,본인이 마케터로서 차별화된 점이 있다면 무엇인가?
현대자동차,공통,현대자동차의 신사업은 무엇인가.
현대자동차,공통,최근 뉴스기사 중 가장 기억에 남는 기사는?
현대자동차,공통,팀프로젝트를 하면서 다른 팀원이 낸 아이디어를 거절한 상황이 있었는가?
현대자동차,공통,"도전적인 목표를 세우거나, 도전적인 경험을 했던 프로젝트를 말해주세요."
현대자동차,공통,직무와 관련해서 본인의 역량을 증빙할 객관적인 자료가 있는가?
현대자동차,공통,단체 내에서 시스템 변화를 시도해 본 경험이 있는가?
현대자동차,공통,"친구가 다른 친구에게 소개한다고 했을 때, 당신을 한 단어로 뭐라고 소개하겠는가?"
현대자동차,공통,노조에 대해 어떻게 생각하는가?
현대자동차,공통,어떤 자동차에 관심이 있는가?
현대자동차,생산관리/공정관리/품질관리,스마트 팩토리란 무엇인지 설명해보세요.
현대자동차,생산관리/공정관리/품질관리,기하공차와 가동률이 무엇인지 설명해보세요.
현대자동차,생산관리/공정관리/품질관리,엔지니어로서 인생의 목표가 무엇인가요?
현대자동차,생산관리/공정관리/품질관리,자동차 생산 과정에서의 구체적 설비 과정을 말해보세요.
현대자동차,생산관리/공정관리/품질관리,현대자동차에서 개선하고자 하는점이 무엇인지 안다면 말해보세요.
현대자동차,생산관리/공정관리/품질관리,기사 자격증을 취득한 이유는 무엇입니까?
현대자동차,생산관리/공정관리/품질관리,품질 등급이 회사별로 어떻게 되는지 알고 있있는가.
현대자동차,생산관리/공정관리/품질관리,가격경쟁력 개선 방안은 무엇이라고 생각하나요?
현대자동차,생산관리/공정관리/품질관리,품질 개선 방안에 대한 본인의 의견을 말해보세요.
현대자동차,생산관리/공정관리/품질관리,거주지와 근무지가 멀다고 생각하는 데 근무를 잘 할 수 있겠는가?
현대자동차,영업관리/지원/영업기획,현대자동차가 개척하고 있는 신시장을 아는가?
현대자동차,영업관리/지원/영업기획,면접이 끝나면 누구에게 가장 감사할 것 같은가?
현대자동차,영업관리/지원/영업기획,본인이 최근 3년 동안 도전적인 목표를 세우고 실천했던 경험이 있는가?
현대자동차,영업관리/지원/영업기획,조직 내에서 변화를 시도한 경험이 있는지 말해보세요.
현대자동차,SW개발,"40대, 50대가 모바일 시스템을 잘 이해하지 못한다면 어떻게 해결 수 있을 것인가?"
현대자동차,SW개발,자동차 관련된 실무 경험이 있나요?
현대자동차,SW개발,기업의 복리후생을 아십니까?
현대자동차,SW개발,immutable과 mutable의 차이점에 대해 설명해봐라.
현대자동차,SW개발,MVC 패턴이란 무엇인가?
현대자동차,SW개발,TDD(Test-Driven Development)란 무엇인가
현대자동차,플랜트,다른 사람을 도와준 경험이 있습니까?
현대자동차,플랜트,"언론에서 나온 얘기 말고, 직접 현대자동차를 운전하면서 느낀 장단점은 무엇인가요?"
현대자동차,플랜트,현대자동차 파워트레인의 장단점에 대해 말해보시오
현대자동차,플랜트,팀에서 남들보다 더 노력한 점이 무엇이라고 생각합니까? 그 중 자신은 기여도는 어떠합니까?
현대자동차,연구개발,현대 자동차의 문제점이라고 생각하는 것은 무엇인가요?
현대자동차,연구개발,구체적인 목표를 가지고 노력했던 경험을 자세히 말해보세요.
현대자동차,연구개발,여러 사람들과 협동해서 무언가를 해낸 경험이 있는가.
현대자동차,연구개발,프로젝트에서 주도적인 역할을 했던 경험을 말해보세요.
현대자동차,연구개발,글로벌 엔지니어의 꿈을 이루기 위해서 본인에게 몇 년이 필요한가?
현대자동차,연구개발,클러치 최적화 방안은 무엇이 있는지 말해보시오.
현대자동차,연구개발,자동차에 대한 특별한 경험이 있습니까?
현대자동차,연구개발,변속기의 단수가 많아지면 자동차에 생기는 문제점은 무엇인가요?
현대자동차,연구개발,변속기를 다단화시킬 수 있는 방법 중에 본인이 창의적으로 생각해 본 해결 방안이 있습니까?
현대자동차,연구개발,어떤 전공 지식이 설계에 적용이 될 수 있을까요?
현대자동차,구매,4차산업혁명과 관련하여 자동차 산업의 전망은 ? 앞으로 나아가야 할 방향은 ?
현대자동차,구매,회사 홈페이지에서 기억에 남는 장비가 있는가?
현대자동차,구매,전공과 다른 직무를 선택한 이유는 무엇입니까?
현대자동차,구매,이질적인 집단과 팀활동을 해본 경험이 있는가?
현대자동차,구매,현대자동차에서 어떤 제품와 서비스를 제공하는 지 아는가?
현대자동차,구매,프리미엄 자동차에서 가장 중요하다고 생각하는 것은 무엇인가요?
현대자동차,자동차정비,본인의 사수가 10년간 엔진오일교체일만 시킨다면 어떻게 할 것인가요?
현대자동차,자동차정비,지키기 힘들었던 규칙이 있습니까?
한화시스템,공통,한화하면 어떤 것이 가장 먼저 떠오르는가?
한화시스템,공통,한화시스템은 다소 보수적인 기업이다. 보수적인 기업에 대해 어떻게 생각하는가?
한화시스템,공통,전공과목 중에서 가장 좋아하는 과목이 무엇인가?
한화시스템,공통,"전공 성적이 좋지 않은 편인데, 그것을 대체할 만한 어떤 이야기가 있는가?"
한화시스템,공통,한화의 다른 계열사는 어디 지원했나요?
한화시스템,공통,입사 후 한화시스템에서 무엇을 하고 싶나요??
한화시스템,공통,한화의 인재상을 말해보세요.
한화시스템,공통,인생에서 죽도록 싫었던 사람이 있는가?
한화시스템,기구설계,한화시스템에 대해 아는대로 설명해보세요
한화시스템,기구설계,기계과가 아닌데 왜 기계직무에 지원했나요?
한화시스템,기구설계,한화시스템을 어떻게 알게되었는가?
한화시스템,기구설계,기구설계 업무를 통해 어떤 것을 배우고 싶은가?
한화시스템,기구설계,100억짜리 사업이 있는데 다소 모험적이라면 도전할건가요?
한화시스템,응용프로그래머/SW,서버 개발 경험이 있는가. 있다면 설명해봐라.
한화시스템,응용프로그래머/SW,UML의 필수요소가 무엇인가
한화시스템,응용프로그래머/SW,SW직무가 아니면 무슨 직업을 했을 것 같나
한화시스템,응용프로그래머/SW,C++클래스에 대해 3가지 말해봐라
한화시스템,응용프로그래머/SW,자바의 특징이 무엇인지 나열해봐라
한화시스템,응용프로그래머/SW,레이더시스템 설계하는 것을 간단하게 C언어로 구현할수 있나요?
한화시스템,응용프로그래머/SW,개발자로서 가져야 할 3가지 능력을 말해보세요
한화시스템,응용프로그래머/SW,OOP를 얼마나 접해봤는가?
한화시스템,응용프로그래머/SW,축구 포지션 중에 좋아하는 포지션은 무엇이며 이와 연관시켜서 회사에서의 역할을 설명해보세요
한화시스템,회로개발,회사가 방위산업 중에서 어디 쪽에 생산하고 있는지 아는가?
한화시스템,회로개발,나이퀴스트 법칙에 대해 말해보세요.
한화시스템,회로개발,"본인이 나온 대학을 선택한 이유는 무엇이며, 본인의 대학을 추천하고 싶나요?"
한화시스템,회로개발,연구개발은 무엇을 하는 직무라고 생각하는가?
한화시스템,회로개발,입사 후 회사에서 어떤 업무를 하고싶은가?
한화시스템,회로개발,데이터시트를 찾아본 경험이 있는가?
한화시스템,회로개발,frequency response에 대해 설명해보세요.
한화시스템,품질,방산에서는 어떤 것이 가장 중요하다고 생각하는가?
한화시스템,품질,품질이란 무엇이라고 생각하는가?
한화시스템,품질,구미에서 근무가 가능한가?
한화시스템,품질,시상수에 대해 설명해 보시오
한화시스템,품질,전공 중 가장 자신있었던 과목은 무엇인가?
한화시스템,품질,six sigma에 대해 아는대로 설명해보시오
한화시스템,기획/전략/영업,방산회사에 지원한 이유는 무엇인가?
한화시스템,기획/전략/영업,한화시스템의 제품에 대해 아는 것이 있는가?
한화시스템,기획/전략/영업,우리나라 국방산업에 대한 개인적인 생각을 말해보세요.
한화시스템,기획/전략/영업,학업 이외에 역량을 향상시키기 위해 노력했던 경험에 대해 말해보세요
S-OIL, 생산/공정/품질관리,화학 엔지니어가 아닌 전기 엔지니어로서 회사에서 할 수 있는 것?
S-OIL, 생산/공정/품질관리,공정 제어 내용을 설명해보세요
S-OIL, 생산/공정/품질관리,베르누이 법칙을 초등학교 아이에게 설명해 보라.
S-OIL, 생산/공정/품질관리,아레니우스 식을 설명해보세요
S-OIL, 생산/공정/품질관리,증류탑에서 환류비가 증가했을 때 효과는?
S-OIL, 생산/공정/품질관리,증류 공정이 어떤 식으로 진행되는지 말씀해보세요.
S-OIL, 생산/공정/품질관리,S-OIL에서 쓰고 있는 원유 처리 공정에 대해 말해보세요
S-OIL, 생산/공정/품질관리,증류 공정의 생산물들은 실시간으로 정성 분석이 어려우므로 제대로 증류가 되는지 여부를 공정이 끝나기 전까지는 알기 힘든데 공정이 제대로 진행되고 있는지의 여부를 어떻게 알 수 있을까요?
S-OIL,영업/마케팅,마케팅의 4P에 대해 설명해보세요.
S-OIL,영업/마케팅,EBITDA에 대해 말해보세요.
S-OIL,영업/마케팅,S-OIL의 현직자를 만나본 경험이 있는가?
S-OIL,영업/마케팅,S-Oil의 타겟층에 대한 구체적인 마케팅 방안을 4p믹스를 이용하여 설명해보라
S-OIL,영업/마케팅,사회경험이나 아르바이트로 무엇을 했는가?
S-OIL,영업/마케팅,영업 관련 경험에 대해 말해보세요.
S-OIL,영업/마케팅,정유사 100원 인하에 대해 말해보세요
S-OIL,영업/마케팅,당신이 다른 기업 CEO라면 정유회사에 진출할 것인가?
S-OIL,엔지니어/설비기술,자신이 에스오일에 맞는 인재라고 생각하는가?
S-OIL,엔지니어/설비기술,본인이 S-oil에 기여할 수 있는 점은?
S-OIL,엔지니어/설비기술,연장자와 성공적으로 일했던 경험을 말해보세요.
S-OIL,엔지니어/설비기술,S-OIL의 미래 사업계획에 대한 대안을 이야기 해보시오.
롯데쇼핑,마케팅/광고분석,롯데쇼핑이 앞으로 나아가야 할 방향을 제시해보아라
롯데쇼핑,마케팅/광고분석,지원한 롯데계열사의 업장 수를 아는가?
롯데쇼핑,마케팅/광고분석,롯데닷컴 중국 대상 광고에 출연시킬 연예인으로 추천할 사람을 말해보아라
롯데쇼핑,마케팅/광고분석,"전공이 경영 전공이 아님에도 마케팅 수업을 들었다고 했는데, 이유가 무엇인가?"
롯데쇼핑,마케팅/광고분석,롯데의 오프라인 매장 가본 적 있는지? 어땠는가?
롯데쇼핑,마케팅/광고분석,롯데그룹 계열사 중 롯데 하이마트와 가장 시너지가 높게 나타날 수 있는 계열사는 어디라고 생각하는지?
롯데쇼핑,마케팅/광고분석,하이마트 PB 상품 개발에서 고려해야 할 요소 및 홍보 전략에 대해 토론해 보세요.
롯데쇼핑,MD,지원한 롯데계열사의 매출액은 얼마인지 아는가?
롯데쇼핑,MD,자신의 다른 사람과 커뮤니케이션 함에 있어 장점과 단점은?
롯데쇼핑,MD,MD가 된다면 무엇을 팔고 싶은가?
롯데쇼핑,MD,왜 MD가 되고 싶은가?
롯데쇼핑,MD,어떠한 상품 분야의 MD가 되고 싶은가?
롯데쇼핑,빅데이터/AI,요즘 가지고 있는 최대의 고민은 무엇인가?
롯데쇼핑,빅데이터/AI,"꼭 유통업에 관련되지 않더라도, 가장 최근에 본 기사가 무엇인가요?"
롯데쇼핑,빅데이터/AI,데이터분석에 있어서 본인이 가지고 있는 장점이 무엇인가요?
롯데쇼핑,빅데이터/AI,면접 대기 기다리는 동안 무슨 생각을 했나?
롯데쇼핑,빅데이터/AI,통큰치킨에 대한 본인의 견해를 말해보라
롯데쇼핑,웹기획/PM,"롯데닷컴을 언제, 얼마나 이용해보았는가"
롯데쇼핑,웹기획/PM,학업 이외에 힘들었던 점은 무엇이었나요?
롯데쇼핑,웹기획/PM,약점을 극복하기 위한 대안이 있는가?
롯데쇼핑,웹기획/PM,롯데닷컴의 경쟁사는 어디라고 생각하는가?
롯데쇼핑,웹기획/PM,롯데닷컴을 제외하고 UX 측면에서 가장 좋아하는 앱은?
롯데쇼핑,웹기획/PM,본인에게 가장 매력적인 면은 무엇인가요?
롯데쇼핑,웹기획/PM,학창 시절 부정행위를 저질러 본 경험이 있나요?
롯데쇼핑,영업관리,최근 2년내에 새로 사귄 친구가 몇명정도 있습니까? 친한친구에게 어떤 방식으로 친밀도를 표현하십니까?
롯데쇼핑,영업관리,유통업관련 사회경험이 있는가?
롯데쇼핑,영업관리,점장으로서 업무를 수행할때 드러날수 있는 자신의 약점은?
롯데쇼핑,영업관리,롯데쇼핑의 판매채널에는 어떤 것들이 있는가?
롯데쇼핑,영업관리,롯데백화점의 이미지에 대해 말해보라
롯데쇼핑,영업관리,신용등급 하락이 우리 경제에 미치는 영향을 말해보세요
롯데쇼핑,영업관리,타백화점과의 경쟁력을 갖추려면 어떻게 해야하는가?
롯데쇼핑,영업관리,"가장 많은 친구와 여행을 간 경험, 그 때 불화가 있었는지 말해보세요."
롯데쇼핑,영업관리,개인의 역량을 최대로 발휘한 경험은?
롯데쇼핑,영업관리,이마트의 피코크는 잘 나가는데 롯데의 요리하다는 왜 잘 안되는거 같은지 말해보세요.
롯데쇼핑,경영지원,소비자 쇼핑행태 변화로 아울렛이 각광받고 있다. 백화점 업계의 변화 전략은?
롯데쇼핑,경영지원,이커머스 채널 성장으로 인한 대형마트의 매출 하락을 막을 수 있는 방법을 설명해라.
롯데쇼핑,경영지원,타 회사와 비교했을때 개선이나 보완해야 될 점은 뭐가있는지?
롯데쇼핑,경영지원,롯데백화점의 최신 이슈는 무엇인가요?
롯데쇼핑,경영지원,귀하가 사장일 경우 가장 입점시키고 싶은 브랜드와 그 이유를 말해보시오.
롯데쇼핑,경영지원,스마트 픽 이용에 대한 불편함은 없었는가?
롯데쇼핑,경영지원,최근 2년 내에 직장상사나 동료로부터 까다로운 요구를 받은 적이 있다면 그 요구는 무엇이었고 어떻게 해결하셨습니까?
GS리테일,영업관리/지원/영업기획,편의점영업을 지원한 이유는?
GS리테일,영업관리/지원/영업기획,온라인 유통이 강세인 상황에 편의점 유통이 살아남기 위한 방안은?
GS리테일,영업관리/지원/영업기획,무인편의점에 대해 어떻게 생각하는가?
GS리테일,영업관리/지원/영업기획,"성장과정에 대해 설명하고, 입사 후에 이것을 어떻게 적용할 것인지?"
GS리테일,영업관리/지원/영업기획,랄라블라가 개선해야할 점은?
GS리테일,영업관리/지원/영업기획,잉가 66라인 어떻게 판매하는가?
GS리테일,영업관리/지원/영업기획,OFC로서 잘할 수 있나요?OFC로서 가장 중요한 역량은 무엇이라고 생각하나요?
GS리테일,영업관리/지원/영업기획,"OFC가 되면 입사 초기에 편의점에서 근무해야하는데, 이 모습을 친구가 지나가다가 본다면 어떻게 할 것인가?"
GS리테일,영업관리/지원/영업기획,지방에 배치되어도 상관없는가?
GS리테일,영업관리/지원/영업기획,진상 손님을 위한 본인만의 대처법이 있는가?
GS리테일,영업관리/지원/영업기획,GS리테일의 핵심가치 4가지를 말해봐라.
GS리테일,영업관리/지원/영업기획,랄라블라에서 사용해 본적있는 브랜드나 이용후기는 어땠는가?
GS리테일,영업관리/지원/영업기획,편의점 간 근접 출점 규제해야하나 말아야하나?
GS리테일,영업관리/지원/영업기획,타 편의점 알바했었는데 GS25와 타 편의점의 차이는?
KT,네트워크기술,수행했던 프로젝트가 지원 직무와 어떤 연관이 있는가?
KT,네트워크기술,ESS 종류와 쓰임에 대해 말해보세요.
KT,네트워크기술,AMI가 단순히 통신장비인가?
KT,네트워크기술,현재 지원하신 직무에 대해 어떻게 알고있는가?
KT,네트워크기술,OSI 7계층에 대해서 설명해보세요.
KT,네트워크기술,무모한 도전을 해본 적 있습니까?
KT,네트워크기술,급박한 상황에 대한 대처경험이 있습니까?
KT,네트워크기술,미래 KT의 계획에 대한 생각은 무엇입니까?
KT,네트워크기술,"서버, 보안 등 네트워크 이외의 지식도 있는가?"
KT,네트워크기술,IoT로 생각해 본 상품이 있는가?
KT,네트워크기술,풍력 발전기의 최신 기술을 설명하시오.
KT,네트워크기술,왜 통신사에 지원을 했는가?
KT,네트워크기술,"네트워크에서 오류 제어 방식 중 backward 방식과 forward 방식이 있는데, 두 가지에 대해 아는 대로 설명해보세요."
